,close,rsi (14),macd,macd signal,bol_upper (20),bol_lower (20),sma50,sma100,sma200,Y
Sat Feb 10 16:50:00 2018,0.00011625,72.02485500780881,3.9401597607108924e-07,2.1229368537589806e-07,0.00011513600000000063,0.00011513600000000063,0.00011491939999999996,0.00011572769999999997,0.00011635170000000009,0
Sat Feb 10 16:51:00 2018,0.00011595,64.00286036973603,3.92716262987241e-07,2.4837820089816667e-07,0.00011521200000000063,0.00011521200000000063,0.00011492939999999997,0.00011572349999999997,0.00011633565000000009,1
Sat Feb 10 16:52:00 2018,0.0001164,69.49184335680619,4.231200061495955e-07,2.8332656194845244e-07,0.00011529650000000062,0.00011529650000000062,0.00011494979999999996,0.00011572729999999997,0.0001163206500000001,0
Sat Feb 10 16:53:00 2018,0.00011605,61.621456737407556,4.141984943121325e-07,3.0950094842118847e-07,0.00011535200000000061,0.00011535200000000061,0.00011496599999999997,0.00011572689999999996,0.00011630500000000009,1
Sat Feb 10 16:56:00 2018,0.00011563,52.558602989190625,3.432584210229364e-07,3.418159188221559e-07,0.00011552450000000063,0.00011552450000000063,0.000114997,0.00011571259999999995,0.00011626070000000009,1
Sat Feb 10 16:59:00 2018,0.0001159,57.20786253686173,2.640498243218698e-07,3.111318810510341e-07,0.00011571800000000066,0.00011571800000000066,0.00011502060000000004,0.00011569469999999995,0.0001162190000000001,0
Sat Feb 10 17:02:00 2018,0.00011548,48.14375684050756,1.6884345862483235e-07,2.577002587991477e-07,0.00011586650000000064,0.00011586650000000064,0.00011504200000000003,0.00011566609999999993,0.00011617425000000009,1
Sat Feb 10 17:13:00 2018,0.000118,81.32559037491531,5.113125354639351e-07,3.250917382602498e-07,0.00011621550000000066,0.00011621550000000066,0.00011542700000000002,0.00011566639999999995,0.0001160709000000001,0
Sat Feb 10 17:14:00 2018,0.0001179,78.5622851836847,5.647799228011363e-07,3.730293751684271e-07,0.00011630650000000065,0.00011630650000000065,0.00011550900000000001,0.00011568049999999994,0.00011606870000000009,1
Sat Feb 10 17:18:00 2018,0.00011935,86.45472251910729,8.830115315467118e-07,6.13170494923208e-07,0.00011692850000000065,0.00011692850000000065,0.00011593620000000001,0.00011575219999999996,0.0001160928000000001,0
Sat Feb 10 17:19:00 2018,0.00011882,74.22151975238336,8.885207302298734e-07,6.682405419845411e-07,0.00011707450000000064,0.00011707450000000064,0.00011603660000000001,0.00011576619999999996,0.00011610090000000009,1
Sat Feb 10 17:22:00 2018,0.00011994,80.6988470594872,1.0266508006855996e-06,8.253959137665634e-07,0.00011768950000000066,0.00011768950000000066,0.00011635660000000002,0.00011584289999999997,0.0001161422500000001,0
Sat Feb 10 17:23:00 2018,0.0001197,75.80712760711445,1.0274982414898025e-06,8.658163793112112e-07,0.00011788400000000065,0.00011788400000000065,0.00011645180000000003,0.00011587069999999998,0.00011615840000000009,1
Sat Feb 10 17:28:00 2018,0.00012361,89.2764948013936,1.5685085687184382e-06,1.1807058570040856e-06,0.00011935600000000065,0.00011935600000000065,0.0001171726,0.00011611399999999998,0.0001163036500000001,0
Sat Feb 10 17:29:00 2018,0.00012106,61.768995031267224,1.476210887466138e-06,1.239806863096496e-06,0.00011958100000000066,0.00011958100000000066,0.0001173062,0.00011615799999999997,0.0001163308500000001,1
Sat Feb 10 17:31:00 2018,0.00012249,67.97765518699889,1.4555398608330586e-06,1.3148126565626703e-06,0.00012008200000000066,0.00012008200000000066,0.0001176078,0.00011626929999999997,0.00011639760000000011,0
Sat Feb 10 17:34:00 2018,0.00012117,57.75735020450406,1.2070902210044586e-06,1.3027542288200302e-06,0.00012062950000000063,0.00012062950000000063,0.00011798680000000001,0.0001164399,0.00011649430000000013,1
Sat Feb 10 17:38:00 2018,0.0001235,68.6733938441756,1.241673108584926e-06,1.23373087088523e-06,0.00012138150000000063,0.00012138150000000063,0.00011852580000000001,0.00011670960000000003,0.00011663895000000011,0
Sat Feb 10 17:42:00 2018,0.0001216,53.28432231445706,9.55970128171447e-07,1.1484726712518284e-06,0.0001219585000000006,0.0001219585000000006,0.00011902140000000003,0.00011698560000000002,0.0001167672000000001,1
Sat Feb 10 17:43:00 2018,0.00012176,54.305255305153445,8.53393103248385e-07,1.0894567576511397e-06,0.0001220615000000006,0.0001220615000000006,0.00011913560000000002,0.00011705080000000001,0.0001167967000000001,0
Sat Feb 10 17:45:00 2018,0.00011948,40.03895582313796,4.7565358757129645e-07,9.090229170427138e-07,0.00012205450000000058,0.00012205450000000058,0.00011930860000000002,0.000117151,0.0001168446000000001,1
Sat Feb 10 17:48:00 2018,0.00012112,50.827398598652515,2.2126454604606317e-07,5.915126779329671e-07,0.00012172950000000058,0.00012172950000000058,0.00011960760000000001,0.00011730800000000001,0.0001169221000000001,0
Sat Feb 10 17:50:00 2018,0.00012016,45.0622165813381,6.151103700120732e-08,4.1517337572109444e-07,0.00012162850000000056,0.00012162850000000056,0.00011978840000000001,0.00011740930000000001,0.00011697390000000011,1
Sat Feb 10 17:56:00 2018,0.00012382,66.46749598480987,3.639637138542253e-07,2.033004616101326e-07,0.00012155700000000057,0.00012155700000000057,0.00012048620000000001,0.0001177839,0.0001171529000000001,0
Sat Feb 10 17:57:00 2018,0.0001226,57.60378792296491,4.1640946561187953e-07,2.45922262410482e-07,0.00012152750000000057,0.00012152750000000057,0.0001206166,0.0001178585,0.0001171800000000001,1
Sat Feb 10 17:58:00 2018,0.00012337,61.12723041478647,5.141785364691802e-07,2.995735172222216e-07,0.00012152100000000056,0.00012152100000000056,0.000120759,0.0001179413,0.0001172072500000001,0
Sat Feb 10 18:01:00 2018,0.0001223,54.118111879282985,4.925982070569368e-07,4.0280841161209025e-07,0.00012149500000000058,0.00012149500000000058,0.0001210934,0.00011818250000000001,0.00011728940000000009,1
Sat Feb 10 18:02:00 2018,0.0001228,56.88861136121947,5.049748165515298e-07,4.232416925999782e-07,0.0001215550000000006,0.0001215550000000006,0.0001211962,0.0001182705,0.00011732010000000008,0
Sat Feb 10 18:04:00 2018,0.00012248,54.45870098825271,4.794469155444821e-07,4.47935498374884e-07,0.00012166350000000061,0.00012166350000000061,0.00012138340000000001,0.00011844619999999998,0.00011737040000000009,1
Sat Feb 10 18:06:00 2018,0.00012274,56.19564160107954,4.50652453518551e-07,4.500457146050484e-07,0.00012194750000000061,0.00012194750000000061,0.0001215496,0.0001186258,0.0001174236500000001,0
Sat Feb 10 18:08:00 2018,0.0001226,54.91643442369143,4.1049694959668513e-07,4.3950327209641913e-07,0.0001221155000000006,0.0001221155000000006,0.00012168239999999999,0.0001188093,0.00011747010000000011,1
Sat Feb 10 18:09:00 2018,0.00012279,56.427755221677685,4.0288167015053024e-07,4.3217895170724133e-07,0.00012222550000000063,0.00012222550000000063,0.00012176179999999998,0.00011889919999999999,0.00011749330000000011,0
Sat Feb 10 18:16:00 2018,0.0001214,42.39808895591107,7.82359526357748e-09,2.1565982833762712e-07,0.00012243600000000067,0.00012243600000000067,0.00012200159999999996,0.0001194131,0.0001176488000000001,1
Sat Feb 10 18:19:00 2018,0.00012267,56.57523434220949,6.0791945124736e-08,1.2505724687435818e-07,0.00012234750000000066,0.00012234750000000066,0.00012198759999999998,0.0001196469,0.0001177309000000001,0
Sat Feb 10 18:21:00 2018,0.00012201,48.79419046899908,6.750910261011018e-08,1.0825575239311048e-07,0.00012233850000000068,0.00012233850000000068,0.00012199599999999998,0.0001198019,0.0001177853500000001,1
Sat Feb 10 18:25:00 2018,0.00012254,54.85091384510772,9.326825796518554e-08,8.760510585490284e-08,0.00012227600000000067,0.00012227600000000067,0.00012206559999999998,0.0001200812,0.00011790690000000012,0
Sat Feb 10 18:26:00 2018,0.00012165,44.29109582595588,3.587512241323785e-08,7.725910916656984e-08,0.00012222150000000068,0.00012222150000000068,0.00012204699999999999,0.0001201403,0.00011793375000000012,1
Sat Feb 10 18:27:00 2018,0.0001218,46.17200031667318,2.4659692324962342e-09,6.230048117975512e-08,0.00012217850000000068,0.00012217850000000068,0.0001220192,0.0001201978,0.0001179605000000001,0
Sat Feb 10 18:29:00 2018,0.00012139,41.84898392435518,-8.902122002587751e-08,1.571737412603471e-08,0.00012205850000000066,0.00012205850000000066,0.00012194739999999999,0.00012030540000000001,0.0001180142500000001,1
Sat Feb 10 18:31:00 2018,0.00012179,47.3400866317716,-1.0554287778267166e-07,-2.7740487783738902e-08,0.00012197650000000067,0.00012197650000000067,0.00012191859999999998,0.00012041800000000001,0.00011807075000000009,0
Sat Feb 10 18:33:00 2018,0.00012169,46.09699287656756,-1.1742833587121988e-07,-5.923614200047495e-08,0.00012193100000000066,0.00012193100000000066,0.00012191919999999997,0.00012052740000000005,0.00011812715000000008,1
Sat Feb 10 18:34:00 2018,0.0001217,46.259405106552705,-1.1917046400691355e-07,-7.122300640176267e-08,0.00012193250000000068,0.00012193250000000068,0.00012192659999999996,0.00012058360000000006,0.00011815460000000009,0
Sat Feb 10 18:36:00 2018,0.0001214,42.13660157752223,-1.5900146839563248e-07,-1.0002517674957025e-07,0.00012193250000000068,0.00012193250000000068,0.00012199079999999994,0.00012069470000000007,0.00011820365000000008,1
Sat Feb 10 18:37:00 2018,0.00012178,48.805120249456095,-1.405775003039748e-07,-1.0813564146045116e-07,0.00012192200000000068,0.00012192200000000068,0.00012201079999999994,0.00012075580000000007,0.00011822960000000008,0
Sat Feb 10 18:43:00 2018,0.00012065,32.853854311273786,-2.3657164556287874e-07,-1.5377590042599642e-07,0.00012162850000000068,0.00012162850000000068,0.00012210999999999993,0.0001210917000000001,0.00011837315000000008,1
Sat Feb 10 18:45:00 2018,0.0001213,45.66837633160096,-2.4777582743166246e-07,-1.9060750200547967e-07,0.00012148500000000067,0.00012148500000000067,0.00012206159999999994,0.00012119590000000008,0.00011841480000000008,0
Sat Feb 10 18:46:00 2018,0.00012125,44.94509241882923,-2.3429160039545305e-07,-1.9934432168347434e-07,0.00012146500000000065,0.00012146500000000065,0.00012201019999999992,0.00012124820000000008,0.00011843640000000007,1
Sat Feb 10 18:47:00 2018,0.00012132,46.229058624947655,-2.154729997215542e-07,-2.0257005729109033e-07,0.00012144100000000064,0.00012144100000000064,0.00012198459999999994,0.00012130060000000009,0.00011846235000000008,0
Sat Feb 10 18:48:00 2018,0.00012109,42.70494275832108,-2.1662112740187124e-07,-2.053802713132465e-07,0.00012141550000000065,0.00012141550000000065,0.00012193899999999993,0.00012134900000000009,0.0001184856000000001,1
Sat Feb 10 18:51:00 2018,0.0001214,49.07545248474324,-1.7472509362128307e-07,-1.9996888689561213e-07,0.00012135750000000064,0.00012135750000000064,0.00012186359999999993,0.00012147850000000011,0.00011855905000000009,0
Sat Feb 10 18:56:00 2018,0.00012037,35.50776685039702,-3.3108493479524776e-07,-2.583867870584011e-07,0.00012107700000000064,0.00012107700000000064,0.00012164259999999995,0.0001215961000000001,0.00011865420000000009,0
Sat Feb 10 18:59:00 2018,0.0001202,33.2127112106714,-3.650435914147532e-07,-3.0649499047537674e-07,0.00012085850000000063,0.00012085850000000063,0.00012149679999999994,0.0001216293000000001,0.00011869775000000007,1
Sat Feb 10 19:00:00 2018,0.00012029,35.767592320221596,-3.6075015383122723e-07,-3.1734602314654686e-07,0.00012079550000000064,0.00012079550000000064,0.00012145059999999996,0.0001216370000000001,0.00011871285000000007,0
Sat Feb 10 19:09:00 2018,0.00011676,10.85997947309913,-9.638684443374364e-07,-6.815021266487843e-07,0.00011962450000000066,0.00011962450000000066,0.00012081859999999998,0.00012140310000000008,0.00011878055000000004,1
Sat Feb 10 19:11:00 2018,0.00011795,33.2773552136055,-9.645341986082946e-07,-7.890927219098214e-07,0.00011925700000000065,0.00011925700000000065,0.000120631,0.0001213135000000001,0.00011879140000000001,0
Sat Feb 10 19:14:00 2018,0.00011659,24.904981671509304,-1.0523786617358674e-06,-9.033439321410384e-07,0.00011870750000000066,0.00011870750000000066,0.00012030779999999997,0.00012117500000000007,0.00011880745000000002,1
Sat Feb 10 19:16:00 2018,0.00011751,38.15866587755317,-9.82602690762028e-07,-9.430098962493164e-07,0.00011839000000000066,0.00011839000000000066,0.00012010999999999999,0.00012107850000000006,0.00011881955000000001,0
Sat Feb 10 19:19:00 2018,0.00011685,33.18889526643879,-8.859196114461724e-07,-9.23716257353571e-07,0.00011791350000000067,0.00011791350000000067,0.00011983879999999997,0.00012089310000000006,0.00011883835,1
Sat Feb 10 19:21:00 2018,0.00011706,36.28387896673753,-8.076105081424202e-07,-8.885768231207983e-07,0.00011760250000000068,0.00011760250000000068,0.00011965119999999996,0.00012078490000000008,0.00011885415,0
Sat Feb 10 19:22:00 2018,0.0001163,30.449028888286822,-8.264282523891666e-07,-8.76147108974472e-07,0.00011744150000000067,0.00011744150000000067,0.00011954319999999996,0.00012073190000000008,0.00011885875,1
Sat Feb 10 19:23:00 2018,0.00011705,40.60054297634249,-7.719244536948659e-07,-8.553025779185507e-07,0.0001173300000000007,0.0001173300000000007,0.00011945039999999995,0.00012068480000000008,0.00011886780000000001,0
Sat Feb 10 19:25:00 2018,0.00011584,32.262879846118295,-8.244382746830023e-07,-8.391641496095725e-07,0.00011705750000000069,0.00011705750000000069,0.00011922759999999996,0.0001205965000000001,0.00011887375000000002,1
Sat Feb 10 19:26:00 2018,0.00011593,33.420260713594786,-8.324806761939111e-07,-8.378274549264402e-07,0.00011695000000000069,0.00011695000000000069,0.00011911819999999997,0.00012055450000000011,0.00011887615000000003,0
Sat Feb 10 19:28:00 2018,0.00011553,30.875788372791448,-8.714293696841747e-07,-8.477774758839609e-07,0.0001167315000000007,0.0001167315000000007,0.00011886919999999995,0.00012044650000000012,0.00011887725000000001,1
Sat Feb 10 19:29:00 2018,0.0001158,34.73596366634062,-8.504717308148587e-07,-8.483163268701405e-07,0.0001166835000000007,0.0001166835000000007,0.00011875359999999997,0.00012039860000000012,0.00011887980000000001,0
Sat Feb 10 19:31:00 2018,0.00011499,29.388411482823773,-9.034680530449859e-07,-8.647033942349221e-07,0.00011642500000000073,0.00011642500000000073,0.00011849499999999996,0.00012029570000000012,0.00011887690000000001,1
Sat Feb 10 19:32:00 2018,0.00011576,39.559805137757316,-8.487272733449433e-07,-8.615081700569264e-07,0.00011635300000000072,0.00011635300000000072,0.00011839019999999997,0.0001202510000000001,0.0001188797,0
Sat Feb 10 19:33:00 2018,0.0001156,38.3244430361775,-8.089306251657656e-07,-8.509926610786942e-07,0.00011628950000000074,0.00011628950000000074,0.00011828919999999998,0.00012019960000000012,0.00011888050000000001,1
Sat Feb 10 19:39:00 2018,0.00011737,57.888063995336694,-2.7414834516384834e-07,-5.640716151053713e-07,0.00011614300000000073,0.00011614300000000073,0.00011773559999999998,0.00011982170000000012,0.00011892165,0
Sat Feb 10 19:43:00 2018,0.00011587,41.64427101398572,-1.7870230831572135e-07,-3.244677211833636e-07,0.00011609450000000074,0.00011609450000000074,0.00011738559999999999,0.00011958250000000014,0.00011897095000000002,1
Sat Feb 10 19:44:00 2018,0.000116,43.242634722931165,-2.0012661822514622e-07,-2.995995005917201e-07,0.00011608750000000074,0.00011608750000000074,0.00011729999999999998,0.00011951770000000014,0.00011898195000000002,0
Sat Feb 10 19:45:00 2018,0.0001156,39.644507910882915,-2.4654023290375147e-07,-2.889876470541264e-07,0.00011607550000000074,0.00011607550000000074,0.00011720639999999998,0.00011944820000000013,0.00011899130000000002,1
Sat Feb 10 19:47:00 2018,0.00011697,53.854643356631584,-1.1322048878085577e-07,-2.3569110006646637e-07,0.00011619450000000073,0.00011619450000000073,0.00011707059999999996,0.00011933300000000013,0.00011902615000000005,0
Sat Feb 10 19:50:00 2018,0.00011631,47.158216351329486,-8.03249885331e-08,-1.5736096041353211e-07,0.00011635550000000073,0.00011635550000000073,0.00011684819999999996,0.00011914940000000013,0.00011906690000000006,1
Sat Feb 10 19:52:00 2018,0.00011658,50.101785318101754,-5.4989611364490145e-08,-1.2250012032933692e-07,0.00011647500000000072,0.00011647500000000072,0.00011672039999999997,0.00011903280000000013,0.00011908690000000008,0
Sat Feb 10 19:53:00 2018,0.00011653,49.51277616620332,-4.859313907149259e-08,-1.0771872407776806e-07,0.00011652150000000072,0.00011652150000000072,0.00011666539999999996,0.00011897810000000013,0.00011909485000000008,1
Sat Feb 10 19:57:00 2018,0.00011734,59.21550716767463,7.974010040343125e-08,-2.939060759717465e-08,0.00011665450000000071,0.00011665450000000071,0.00011655119999999995,0.0001187910000000001,0.00011913900000000008,0
Sat Feb 10 19:58:00 2018,0.00011696,53.61058049161432,9.116625341387761e-08,-5.2792353949642e-09,0.00011666700000000072,0.00011666700000000072,0.00011654039999999994,0.00011873860000000011,0.00011915130000000009,1
Sat Feb 10 19:59:00 2018,0.00011706,54.82245648353366,1.0705664391022897e-07,1.7187940466074435e-08,0.00011665150000000073,0.00011665150000000073,0.00011654639999999994,0.0001186825000000001,0.00011916470000000008,0
Sat Feb 10 20:02:00 2018,0.00011603,41.67598067973407,-2.8403893880749997e-09,2.9320224294263368e-08,0.00011658400000000071,0.00011658400000000071,0.00011648239999999993,0.00011850840000000011,0.00011919115000000006,1
Sat Feb 10 20:03:00 2018,0.00011609,42.59600369561334,-4.686981367290331e-08,1.408221670083003e-08,0.00011659500000000072,0.00011659500000000072,0.00011646679999999994,0.00011844580000000009,0.00011919625000000006,0
Sat Feb 10 20:04:00 2018,0.0001157,38.360249847363804,-1.1194278354081065e-07,-1.1122783347498106e-08,0.00011658000000000072,0.00011658000000000072,0.00011644899999999994,0.00011837840000000009,0.00011919645000000006,1
Sat Feb 10 20:05:00 2018,0.00011572,38.69691198896328,-1.6005473675879804e-07,-4.090917402975809e-08,0.00011658600000000073,0.00011658600000000073,0.00011642759999999994,0.00011831020000000008,0.00011919570000000006,0
Sat Feb 10 20:06:00 2018,0.00011521,33.649822011199035,-2.3660906208047621e-07,-8.004915163990172e-08,0.00011650100000000073,0.00011650100000000073,0.00011638159999999993,0.00011824580000000009,0.00011919305000000007,1
Sat Feb 10 20:07:00 2018,0.00011532,35.6008001424298,-2.8511619374753687e-07,-1.2106256006142876e-07,0.00011641850000000072,0.00011641850000000072,0.00011634159999999994,0.00011818100000000008,0.00011918940000000007,0
Sat Feb 10 20:08:00 2018,0.00011509,33.39001394833113,-3.3821874768899854e-07,-1.6449379758694271e-07,0.00011633100000000073,0.00011633100000000073,0.00011630219999999993,0.0001181159000000001,0.00011918470000000008,1
Sat Feb 10 20:10:00 2018,0.00011601,47.934881724627594,-3.038502318951429e-07,-2.212233339432689e-07,0.00011626600000000072,0.00011626600000000072,0.00011625459999999994,0.00011800020000000006,0.00011917990000000008,0
Sat Feb 10 20:13:00 2018,0.00011479,35.73254699996312,-3.891488434006708e-07,-2.874599018041938e-07,0.00011604850000000074,0.00011604850000000074,0.00011615279999999996,0.00011780160000000005,0.00011916450000000009,1
Sat Feb 10 20:14:00 2018,0.0001149,37.421830800732224,-4.1160034266695647e-07,-3.122879899767463e-07,0.00011596050000000071,0.00011596050000000071,0.00011612799999999996,0.00011773360000000003,0.0001191586000000001,0
Sat Feb 10 20:15:00 2018,0.00011471,35.67741309939116,-4.396566416058767e-07,-3.3776172030257237e-07,0.00011586000000000072,0.00011586000000000072,0.00011610539999999996,0.00011766650000000003,0.00011915175000000009,1
Sat Feb 10 20:16:00 2018,0.0001152,43.05039748030087,-4.175394212120907e-07,-3.5371726048447604e-07,0.00011576750000000073,0.00011576750000000073,0.00011609079999999996,0.00011760450000000002,0.00011914960000000009,0
Sat Feb 10 20:17:00 2018,0.00011473,38.4927079526742,-4.32945708126229e-07,-3.695629500128266e-07,0.00011563700000000072,0.00011563700000000072,0.00011607399999999997,0.00011753400000000003,0.0001191449000000001,1
Sat Feb 10 20:18:00 2018,0.0001154,47.09179299591001,-3.866350131657818e-07,-3.7297736264341767e-07,0.00011555900000000071,0.00011555900000000071,0.00011607139999999997,0.00011747030000000002,0.00011914300000000012,0
Sat Feb 10 20:21:00 2018,0.0001135,32.54771625432684,-5.789932288911078e-07,-4.4233640217034023e-07,0.00011512700000000072,0.00011512700000000072,0.00011598659999999997,0.00011724080000000002,0.00011911445000000012,1
Sat Feb 10 20:24:00 2018,0.00011406,39.664993426143674,-6.079264770159716e-07,-5.286988671568874e-07,0.00011481400000000071,0.00011481400000000071,0.00011586899999999994,0.00011703180000000003,0.0001190866500000001,0
Sat Feb 10 20:26:00 2018,0.0001137,36.624466093485424,-5.976655918293812e-07,-5.527069281145171e-07,0.0001146525000000007,0.0001146525000000007,0.00011577219999999996,0.00011688330000000002,0.0001190657500000001,1
